detections,attack,application,category,threatType,severity,risk,region
4,Symantec NAVComUI.AxSysListView32 ActiveX Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
45,Symantec Norton Firewall NBNS response Remote Heap Corruption,netbios-ns,code-execution,exploit,high,threat,americas
11,Symantec Norton Firewall NBNS response Remote Heap Corruption,netbios-ns,code-execution,exploit,high,threat,asiapacific
6,Symantec Norton Firewall NBNS response Remote Heap Corruption,netbios-ns,code-execution,exploit,high,threat,europe
24,Symantec VERITAS NetBackup vnetd Buffer Overflow,custom-tcp,overflow,exploit,high,threat,americas
24,Symantec Web Gateway Arbitrary File Upload Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
24,Symantec Web Gateway ipchange.php Command Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
24,Symantec Web Gateway relFile File Inclusion Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
34,System V Derived Login Buffer Overflow Vulnerability,telnet,code-execution,exploit,high,threat,americas
451,System V Derived Login Buffer Overflow Vulnerability,telnet,code-execution,exploit,high,threat,asiapacific
2,System V Derived Login Buffer Overflow Vulnerability,0,code-execution,exploit,high,threat,asiapacific
178,TDL4 Command and Control Traffic,http-proxy,botnet,malware,critical,threat,europe
3476,TDL4 Command and Control Traffic,web-browsing,botnet,malware,critical,threat,americas
469,TDL4 Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
483,TDL4 Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
1344,TDL4 Command and Control Traffic,web-browsing,botnet,malware,critical,threat,japan
37,TDL4 Command and Control Traffic,0,botnet,malware,critical,threat,americas
182813,TDL4 DNS Request Traffic,dns,botnet,malware,critical,threat,americas
79228,TDL4 DNS Request Traffic,dns,botnet,malware,critical,threat,asiapacific
56744,TDL4 DNS Request Traffic,dns,botnet,malware,critical,threat,europe
1865,TDL4 DNS Request Traffic,dns,botnet,malware,critical,threat,japan
13568,TDL4 DNS Request Traffic,0,botnet,malware,critical,threat,americas
1283,TDL4 DNS Request Traffic,0,botnet,malware,critical,threat,asiapacific
315,TDL4 DNS Request Traffic,0,botnet,malware,critical,threat,europe
66,TDL4 DNS Request Traffic,0,botnet,malware,critical,threat,japan
17083,Tedroo.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
17,Tedroo.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
5352,Tedroo.Gen Command and Control Traffic,0,botnet,malware,critical,threat,americas
2316,Tedroo.Gen Command and Control Traffic,0,botnet,malware,critical,threat,japan
1,Telestream Flip4Mac WMV File Remote Memory Corruption Vulnerability,imap,overflow,exploit,high,threat,asiapacific
1,Telestream Flip4Mac WMV File Remote Memory Corruption Vulnerability,pop3,overflow,exploit,high,threat,asiapacific
1,Telestream Flip4Mac WMV File Remote Memory Corruption Vulnerability,smtp,overflow,exploit,high,threat,asiapacific
56,TeomaSearchBar,web-browsing,adware,malware,medium,threat,americas
20,TeomaSearchBar,web-browsing,adware,malware,medium,threat,asiapacific
38,TeomaSearchBar,web-browsing,adware,malware,medium,threat,europe
4,TeomaSearchBar,0,adware,malware,medium,threat,americas
4,TFTP Server FileName Buffer Overflow Vulnerability,tftp,code-execution,exploit,high,threat,americas
195,TFTP Server FileName Buffer Overflow Vulnerability,tftp,code-execution,exploit,high,threat,asiapacific
40,TFTP Server Transfer Mode Buffer Overflow Vulnerability,tftp,code-execution,exploit,high,threat,asiapacific
28,TFTP Server Transfer Mode Buffer Overflow Vulnerability,tftp,code-execution,exploit,high,threat,europe
24,TFTP32d Format String Vulnerability,tftp,code-execution,exploit,high,threat,asiapacific
2,TheWebForum login.php username Parameter SQL Injection,web-browsing,sql-injection,exploit,high,threat,asiapacific
20898,Tidserv.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,americas
26,Tidserv.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
287,Tidserv.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
139,Tidserv.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
38,Tikiwiki Graph Formula PHP Script Code Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
42,Tikiwiki Graph Formula PHP Script Code Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
80,Tikiwiki Graph Formula PHP Script Code Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
10,Tikiwiki Graph Formula PHP Script Code Injection Vulnerability,webdav,code-execution,exploit,high,threat,europe
1,TrackerCam PHP Argument Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,medium,threat,americas
613807,Trail_Of_Destruction_2_0 get system info,custom-tcp,adware,malware,high,threat,europe
289,Traq admincp common.php Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
46,Traq admincp common.php Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
3,Trend Micro Control Manager Chunked Overflow,web-browsing,overflow,exploit,high,threat,americas
30,Trend Micro OfficeScan cgiChkMasterPwd Password Decryption Buffer Overflow,web-browsing,overflow,exploit,critical,threat,americas
3,Trend Micro OfficeScan Server cgiRecvFile Buffer Overflow Vulnerability,web-browsing,overflow,exploit,critical,threat,asiapacific
79,Trend Micro ServerProtect CMON_NetTestConnection Buffer Overflow,msrpc,code-execution,exploit,high,threat,asiapacific
10,Trend Micro ServerProtect Remote Insecure Method Exposure Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,americas
4,Trend Micro ServerProtect Remote Insecure Method Exposure Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,asiapacific
123,Trend Micro ServerProtect Remote Insecure Method Exposure Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,europe
9587,Trend Micro ServerProtect Remote Insecure Method Exposure Vulnerability,msrpc,code-execution,exploit,high,threat,americas
16054,Trend Micro ServerProtect Remote Insecure Method Exposure Vulnerability,msrpc,code-execution,exploit,high,threat,asiapacific
241489,Trend Micro ServerProtect Remote Insecure Method Exposure Vulnerability,msrpc,code-execution,exploit,high,threat,europe
18259,Trend Micro ServerProtect Remote Insecure Method Exposure Vulnerability,msrpc,code-execution,exploit,high,threat,japan
1605,Trend Micro ServerProtect Remote Insecure Method Exposure Vulnerability,0,code-execution,exploit,high,threat,japan
6,Trend Micro ServerProtect RPC Call ActiveUpdate and ActiveRollback Buffer Overflow,msrpc,overflow,exploit,critical,threat,americas
20,Trend Micro ServerProtect RPCFN CopyAUSrc Buffer Overflow Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,americas
23,Trend Micro ServerProtect RPCFN CopyAUSrc Buffer Overflow Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,asiapacific
165,Trend Micro ServerProtect RPCFN CopyAUSrc Buffer Overflow Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,europe
304,Trend Micro ServerProtect RPCFN CopyAUSrc Buffer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,americas
1517,Trend Micro ServerProtect RPCFN CopyAUSrc Buffer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,asiapacific
3617,Trend Micro ServerProtect RPCFN CopyAUSrc Buffer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,europe
2552,Trend Micro ServerProtect RPCFN CopyAUSrc Buffer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,japan
147,Trend Micro ServerProtect RPCFN CopyAUSrc Buffer Overflow Vulnerability,0,code-execution,exploit,high,threat,japan
2,Trend Micro ServerProtect RPCFN Engine Buffer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,americas
79,Trend Micro ServerProtect RPCFN_SYNC_TASK Integer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,americas
83,Trend Micro ServerProtect RPCFN_SYNC_TASK Integer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,asiapacific
222,Trend Micro ServerProtect RPCFN_SYNC_TASK Integer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,europe
138,Trend Micro ServerProtect RPCFN_SYNC_TASK Integer Overflow Vulnerability,msrpc,code-execution,exploit,high,threat,japan
84,Trend Micro ServerProtect RPCFN_SYNC_TASK Integer Overflow Vulnerability,0,code-execution,exploit,high,threat,japan
1,TROJAN PRG/wnspoem/Zeus InfoStealer post,web-browsing,adware,malware,medium,threat,americas
87,Trojan-Downloader.Win32.Agent.biiw,web-browsing,adware,malware,medium,threat,americas
9,Trojan-Downloader.Win32.Zlob.wwv runtime childhe,web-browsing,backdoor,malware,medium,threat,americas
557,Trojan-Micron,web-browsing,adware,malware,medium,threat,americas
55,Trojan-Micron,web-browsing,adware,malware,medium,threat,asiapacific
45,Trojan-Micron,web-browsing,adware,malware,medium,threat,europe
24,Trojan-Micron,web-browsing,adware,malware,medium,threat,japan
6,Trojan-Micron,0,adware,malware,medium,threat,americas
3,Trojan-Micron,0,adware,malware,medium,threat,asiapacific
2,Trojan-Micron,0,adware,malware,medium,threat,japan
5925,Trojan-Rustock.Phonehome,web-browsing,spyware,malware,high,threat,americas
40844,Trojan-Rustock.Phonehome,web-browsing,spyware,malware,high,threat,asiapacific
109891,Trojan-Rustock.Phonehome,web-browsing,spyware,malware,high,threat,europe
169,Trojan-Rustock.Phonehome,0,spyware,malware,high,threat,americas
181,Trojan-Virtumondo.Phonehome,web-browsing,spyware,malware,high,threat,americas
4,Trojan-Waledac.Phonehome,web-browsing,spyware,malware,high,threat,europe
144,Trojan.Downloader.Win32.Agent.hwl,0,adware,malware,medium,threat,americas
1,Trojan.Lineage.Gen.Pac.3,http-proxy,adware,malware,high,threat,europe
6,Trojan.Lineage.Gen.Pac.3,web-browsing,adware,malware,high,threat,asiapacific
206,Trojan.Swizzor-D,web-browsing,adware,malware,medium,threat,americas
1,Trojan.Swizzor-D,web-browsing,adware,malware,medium,threat,asiapacific
11,Trojan.Swizzor-D,web-browsing,adware,malware,medium,threat,europe
7,Trojan.Swizzor-D,0,adware,malware,medium,threat,americas
25,Trojan.Win32.Crypt.vb,web-browsing,adware,malware,medium,threat,americas
1,Trojan.Win32.Nebuler.D oberaufseher,web-browsing,adware,malware,medium,threat,japan
2,Trojan.Win32.Nebuler.D pornfat,0,adware,malware,medium,threat,americas
5,Trojandropper User-Agent Traffic,web-browsing,spyware,malware,medium,threat,europe
62,TSEP colorswitch.php tsep_config[absPath] Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
7,TSEP colorswitch.php tsep_config[absPath] Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
122,TSEP colorswitch.php tsep_config[absPath] Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
20,TSEP colorswitch.php tsep_config[absPath] Parameter PHP File Include Vulnerability,webdav,code-execution,exploit,high,threat,europe
4,Tumbleweed FileTransfer ActiveX Control Buffer Overflow,http-proxy,overflow,exploit,high,threat,americas
13,Tumbleweed FileTransfer ActiveX Control Buffer Overflow,web-browsing,overflow,exploit,high,threat,americas
9,Tumbleweed FileTransfer ActiveX Control Buffer Overflow,web-browsing,overflow,exploit,high,threat,europe
5,TWiki rev Parameter Shell Command Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
29,TWiki rev Parameter Shell Command Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
3,TWiki Search Shell Metacharacter Command Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,americas
28,TWiki Search Shell Metacharacter Command Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,europe
1,Ultimate Fun Book function.php gbpfad Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
1,Ultimate PHP Board User-Agent HTTP Header Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
239,UNIX rlogind Service Authentication Bypass,rlogin,code-execution,exploit,high,threat,americas
41,UNIX rlogind Service Authentication Bypass,rlogin,code-execution,exploit,high,threat,asiapacific
12,UNIX rlogind Service Authentication Bypass,rlogin,code-execution,exploit,high,threat,europe
1,User Shell Access After Exploit Successfully,custom-tcp,code-execution,exploit,critical,threat,japan
1,uTorrent Torrent File Handling Remote Buffer Overflow Vulnerability,imap,overflow,exploit,high,threat,asiapacific
1,uTorrent Torrent File Handling Remote Buffer Overflow Vulnerability,pop3,overflow,exploit,high,threat,asiapacific
1,uTorrent Torrent File Handling Remote Buffer Overflow Vulnerability,smtp,overflow,exploit,high,threat,asiapacific
37,uTorrent Torrent File Handling Remote Buffer Overflow Vulnerability,web-browsing,overflow,exploit,high,threat,asiapacific
5,Vantage Linguistics AnswerWorks ActiveX Control Buffer Overflow Vulnerability,ms-ds-smb,overflow,exploit,high,threat,europe
1,Vantage Linguistics AnswerWorks ActiveX Control Buffer Overflow Vulnerability,ms-ds-smb,overflow,exploit,high,threat,japan
1,Vantage Linguistics AnswerWorks ActiveX Control Buffer Overflow Vulnerability,rss,overflow,exploit,high,threat,europe
26344,Variant.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,americas
120,Vb User-Agent Traffic,web-browsing,spyware,malware,medium,threat,asiapacific
1,Vb User-Agent Traffic,0,spyware,malware,medium,threat,asiapacific
262,VB.Gen Phone Home Traffic,custom-tcp,spyware,malware,critical,threat,americas
210,VB.Gen Phone Home Traffic,custom-tcp,spyware,malware,critical,threat,asiapacific
281,VB.Gen Phone Home Traffic,custom-tcp,spyware,malware,critical,threat,europe
130,VB.Gen Phone Home Traffic,0,spyware,malware,critical,threat,americas
2,VBScript Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
1,vBSEO proc_deutf Function Parameter Parsing Remote Code Execution Vulnerability,custom-tcp,code-execution,exploit,high,threat,americas
529,vBSEO proc_deutf Function Parameter Parsing Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
203,vBSEO proc_deutf Function Parameter Parsing Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
185,Vbtroj User-Agent Traffic,web-browsing,spyware,malware,medium,threat,asiapacific
625,VBulletin Misc.php Script Arbitrary PHP Code Execution,web-browsing,code-execution,exploit,high,threat,americas
29,VBulletin Misc.php Script Arbitrary PHP Code Execution,web-browsing,code-execution,exploit,high,threat,europe
92,Veritas Backup Exec Agent CONNECT_CLIENT_AUTH Buffer Overflow Vulnerability,ndmp,code-execution,exploit,high,threat,asiapacific
1,Veritas NetBackup Command Execution Vulnerability,custom-tcp,code-execution,exploit,medium,threat,americas
138,VERITAS NetBackup Java Authentication Service Format String Vulnerability,custom-tcp,code-execution,exploit,high,threat,asiapacific
45,VERITAS NetBackup vmd Shared Library Buffer Overflow Vulnerability,custom-tcp,overflow,exploit,high,threat,asiapacific
79,Virus.Win32.Sality.aa,web-browsing,adware,malware,medium,threat,americas
90,Virut.Gen Command and Control Traffic,irc-base,botnet,malware,medium,threat,americas
9,Virut.Gen Command and Control Traffic,irc-base,botnet,malware,medium,threat,asiapacific
24,Virut.Gen Command and Control Traffic,0,botnet,malware,medium,threat,americas
175773,Virut.n,irc-base,backdoor,malware,medium,threat,americas
5844,Virut.n,irc-base,backdoor,malware,medium,threat,asiapacific
15302,Virut.n,irc-base,backdoor,malware,medium,threat,europe
17909,Virut.n,irc-base,backdoor,malware,medium,threat,japan
1423,Virut.n,0,backdoor,malware,medium,threat,americas
7,Virut.n,0,backdoor,malware,medium,threat,asiapacific
19,VLC Activex Bad Pointer Initialization Vulnerability Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
43,VLC HTTPd Connection Header Format String,web-browsing,code-execution,exploit,high,threat,asiapacific
37,Vmist Downstat stats.php art Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
7,Vmist Downstat stats.php art Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
59,Vmist Downstat stats.php art Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
10,Vmist Downstat stats.php art Parameter PHP File Include Vulnerability,webdav,code-execution,exploit,high,threat,europe
1,VML VGX.DLL Compressed Content Heap Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
1,Vmprotect User-Agent Traffic,web-browsing,spyware,malware,medium,threat,americas
120,Vmprotect User-Agent Traffic,web-browsing,spyware,malware,medium,threat,europe
16,Vmprotect User-Agent Traffic,web-browsing,spyware,malware,medium,threat,japan
37,VMware Inc 6.0.0 CreateProcess Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
3,VMware Vielib.DLL ActiveX Control Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,europe
1197,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-base,code-execution,exploit,high,threat,americas
1203,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-base,code-execution,exploit,high,threat,asiapacific
412,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-base,code-execution,exploit,high,threat,europe
98,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-base,code-execution,exploit,high,threat,japan
10,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-clipboard,code-execution,exploit,high,threat,americas
7,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-clipboard,code-execution,exploit,high,threat,asiapacific
390,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-clipboard,code-execution,exploit,high,threat,europe
7,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-encrypted,code-execution,exploit,high,threat,americas
170,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-encrypted,code-execution,exploit,high,threat,asiapacific
3,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,vnc-filetransfer,code-execution,exploit,high,threat,americas
1628,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,0,code-execution,exploit,high,threat,americas
23,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,0,code-execution,exploit,high,threat,asiapacific
9,VNC Client Connection Failed Response Parsing Buffer Overflow Vulnerability,0,code-execution,exploit,high,threat,japan
15,VUPlayer M3U Playlist Buffer Overflow Vulnerability,flumotion,overflow,exploit,high,threat,americas
54,VUPlayer M3U Playlist Buffer Overflow Vulnerability,flumotion,overflow,exploit,high,threat,europe
30288,VUPlayer M3U Playlist Buffer Overflow Vulnerability,http-audio,overflow,exploit,high,threat,americas
294,VUPlayer M3U Playlist Buffer Overflow Vulnerability,http-audio,overflow,exploit,high,threat,asiapacific
163,VUPlayer M3U Playlist Buffer Overflow Vulnerability,http-audio,overflow,exploit,high,threat,europe
4,VUPlayer M3U Playlist Buffer Overflow Vulnerability,http-proxy,overflow,exploit,high,threat,americas
67,VUPlayer M3U Playlist Buffer Overflow Vulnerability,http-proxy,overflow,exploit,high,threat,europe
8760,VUPlayer M3U Playlist Buffer Overflow Vulnerability,http-video,overflow,exploit,high,threat,americas
14088,VUPlayer M3U Playlist Buffer Overflow Vulnerability,http-video,overflow,exploit,high,threat,asiapacific
5283,VUPlayer M3U Playlist Buffer Overflow Vulnerability,http-video,overflow,exploit,high,threat,europe
6,VUPlayer M3U Playlist Buffer Overflow Vulnerability,ooyala,overflow,exploit,high,threat,americas
1,VUPlayer M3U Playlist Buffer Overflow Vulnerability,ooyala,overflow,exploit,high,threat,asiapacific
1002,VUPlayer M3U Playlist Buffer Overflow Vulnerability,tudou,overflow,exploit,high,threat,asiapacific
1,VUPlayer M3U Playlist Buffer Overflow Vulnerability,twitter-base,overflow,exploit,high,threat,europe
186336,VUPlayer M3U Playlist Buffer Overflow Vulnerability,web-browsing,overflow,exploit,high,threat,americas
6983,VUPlayer M3U Playlist Buffer Overflow Vulnerability,web-browsing,overflow,exploit,high,threat,asiapacific
26347,VUPlayer M3U Playlist Buffer Overflow Vulnerability,web-browsing,overflow,exploit,high,threat,europe
104,VUPlayer M3U Playlist Buffer Overflow Vulnerability,web-browsing,overflow,exploit,high,threat,japan
33140,VUPlayer M3U Playlist Buffer Overflow Vulnerability,youtube-base,overflow,exploit,high,threat,americas
3,VUPlayer M3U Playlist Buffer Overflow Vulnerability,youtube-base,overflow,exploit,high,threat,asiapacific
1364,VUPlayer M3U Playlist Buffer Overflow Vulnerability,youtube-posting,overflow,exploit,high,threat,americas
1646,VUPlayer M3U Playlist Buffer Overflow Vulnerability,0,overflow,exploit,high,threat,americas
17,VUPlayer M3U Playlist Buffer Overflow Vulnerability,0,overflow,exploit,high,threat,asiapacific
32,VUPlayer M3U Playlist Buffer Overflow Vulnerability,0,overflow,exploit,high,threat,europe
9516,W32.Autorun.worm.dq jiu66,web-browsing,adware,malware,medium,threat,americas
11423,W32.Autorun.worm.dq jiu66,web-browsing,adware,malware,medium,threat,asiapacific
175,W32.Autorun.worm.dq jiu66,web-browsing,adware,malware,medium,threat,europe
3,W32.Autorun.worm.dq jiu66,web-browsing,adware,malware,medium,threat,japan
1492,W32.Autorun.worm.dq jiu66,0,adware,malware,medium,threat,americas
7570,W32.Autorun.worm.dq jiu66,0,adware,malware,medium,threat,asiapacific
5,W32.Autorun.worm.dq jiu66,0,adware,malware,medium,threat,japan
1,WebBBS webbbs_config.pl followup Parameter Shell Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
227,Webdav DLL File Download Attempt,webdav,code-execution,exploit,medium,threat,americas
170,Webdav DLL File Download Attempt,webdav,code-execution,exploit,medium,threat,asiapacific
168,Webdav DLL File Download Attempt,webdav,code-execution,exploit,medium,threat,europe
240,Webdav DLL File Download Attempt,webdav,code-execution,exploit,medium,threat,japan
78,Webdav DLL File Download Attempt,0,code-execution,exploit,medium,threat,asiapacific
1,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,bugzilla,code-execution,exploit,high,threat,europe
6,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,flash,code-execution,exploit,high,threat,europe
2,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,sharepoint-base,code-execution,exploit,high,threat,americas
2,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,twig,code-execution,exploit,high,threat,europe
8132,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
685,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
4902,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
475,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
7,Webhints Improper URI Sanitization Remote Command Execution Vulnerability,0,code-execution,exploit,high,threat,asiapacific
10,WebSearch_Toolbar site review,web-browsing,adware,malware,medium,threat,europe
42,WebStar FTP Server Command Parsing Buffer Overflow Vulnerability,ftp,code-execution,exploit,high,threat,asiapacific
183,WFTPD FTP Server Commands Stack Overflow Vulnerability,ftp,code-execution,exploit,critical,threat,asiapacific
147,WGeneric.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,americas
179,WGeneric.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
7,WGeneric.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
12,WGeneric.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
6,WGeneric.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,japan
3,WGeneric.Gen Command and Control Traffic,0,botnet,malware,critical,threat,asiapacific
1,WGeneric.Gen Phone Home Traffic,funshion,spyware,malware,critical,threat,asiapacific
2,WGeneric.Gen Phone Home Traffic,http-proxy,spyware,malware,critical,threat,americas
15,WGeneric.Gen Phone Home Traffic,http-proxy,spyware,malware,critical,threat,europe
6080,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,americas
4272,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,americas
1187,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,americas
777,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,americas
113,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,americas
7422,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
366,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
216,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
22,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
12,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
6162,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,europe
334,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,europe
234,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,europe
125,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,europe
52,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,europe
141,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,japan
6,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,japan
5,WGeneric.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,japan
275,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,americas
44,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,americas
1,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,americas
240,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,asiapacific
10,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,asiapacific
8,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,asiapacific
5,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,europe
64,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,japan
31,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,japan
3,WGeneric.Gen Phone Home Traffic,0,spyware,malware,critical,threat,japan
4,WhenU_ClockSync,web-browsing,adware,malware,medium,threat,americas
8,WhenU_ClockSync,web-browsing,adware,malware,medium,threat,asiapacific
2797,Win32.Conficker.C p2p,emule,adware,malware,critical,threat,europe
3976522,Win32.Conficker.C p2p,custom-udp,adware,malware,critical,threat,americas
3617412,Win32.Conficker.C p2p,custom-udp,adware,malware,critical,threat,asiapacific
4938936,Win32.Conficker.C p2p,custom-udp,adware,malware,critical,threat,europe
55530,Win32.Conficker.C p2p,custom-udp,adware,malware,critical,threat,japan
49589,Win32.Conficker.C p2p,0,adware,malware,critical,threat,americas
459235,Win32.Conficker.C p2p,0,adware,malware,critical,threat,asiapacific
273,Win32.Conficker.C p2p,0,adware,malware,critical,threat,europe
375426,Win32.Conficker.C p2p,0,adware,malware,critical,threat,japan
2,Winamp ID3v2 Tag Handling Buffer Overflow Vulnerability,grooveshark,code-execution,exploit,high,threat,europe
38,Winamp ID3v2 Tag Handling Buffer Overflow Vulnerability,http-audio,code-execution,exploit,high,threat,americas
6,Windows ASF Media File Malicious EXE Download Action Access,4shared,code-execution,exploit,medium,threat,americas
8,Windows ASF Media File Malicious EXE Download Action Access,4shared,code-execution,exploit,medium,threat,asiapacific
7,Windows ASF Media File Malicious EXE Download Action Access,gnutella,code-execution,exploit,medium,threat,asiapacific
2,Windows ASF Media File Malicious EXE Download Action Access,http-audio,code-execution,exploit,medium,threat,americas
1,Windows ASF Media File Malicious EXE Download Action Access,http-proxy,code-execution,exploit,medium,threat,europe
1,Windows Command No-banner Shell Access,0,code-execution,exploit,critical,threat,asiapacific
